Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
3770,R. Davison,4.0,"As the title says, it can cause your GoPro Hero 3 to stop recording mid recording if used at the highest resolutions and frame rates.",2013-12-25,348,0,0,0,0,0.0,0.0
2468,"J_Onyx ""I never let my schooling interfere wi...",4.0,I've used Sandisk cards for as long as they have existed. These cards are fast and have the solid quality I expect from Sandisk. Recommend.,2014-12-06,2,0,0,0,0,0.0,0.0
4609,Tony,4.0,Had to give it 4 stars because when formatted it only provides 28GB.  Not as clean as I would have expected a SanDisk product to be.  Especially a Class 10 product.,2014-08-07,123,0,0,0,0,0.0,0.0
3360,M. West,4.0,"I have this in my Galaxy S 3 and it works great, I've had no problems with it. Highly recommend.",2013-10-06,428,0,0,0,0,0.0,0.0
801,cable guy,4.0,The only thing is if you use this product on Andiod you must format .  Windows machines don't seem to supot FAT32  .  winwods machines will open files but the format program on Win only formats NTFS and EXFAT  which is limting because Andriod uses FAT32.,2013-09-09,455,0,0,0,0,0.0,0.0
4305,Stelios J. Malamamatos,4.0,Another necessity for the Go-Pro's that I feel should at least come with the Go-Pro's. At least a smaller GB to get you recording right out of the box. Too afraid to purchase an off-brand in fear of it not being compatible with the camera.,2013-02-02,674,0,0,0,0,0.0,0.0
3977,RSprivate,4.0,Slow compared to some usb drives. The good is it is small and will hold large files. I would recommend this product for cell phone only use. Not to be used as a back up usb memory drive for Nexus 7. I would use a high speed USB drive for the Nexus 7.,2013-08-25,470,0,0,0,0,0.0,0.0
3861,"R. L. Robinson ""I like stuff.""",4.0,"I like my device to have enough storage so I finally purchased the 64GB version. Formatted the card and haven't fun into any kind of problem. Inserted it into my Samsun Galaxy 8 tablet, now it's complete.",2013-06-17,539,0,0,0,0,0.0,0.0
173,A-Man,4.0,"This Micro SD card is perfect for any smartphone user looking to expand the storage on their device. I personally am using one in my Samsung Galaxy Note 3. Works like a charm. It is adequately fast, cheap, and fairly reliable. If you are looking for extremely fast speeds however, you should consider the SanDisk Extreme series which are the fastest MicroSD cards in the world. My card came with an adapter that this card plugs into and it becomes a full sized SD card. If you are looking to use this in a camera or any other device that uses SD cards, please look elsewhere. These cards are not nearly as fast as the full sized SD cards used in cameras. The adapter should only be used for transporting data from the phone or other device, to a computer. All in all, these are a great buy for any smartphone user looking for a higher storage capacity. The price fluctuates often, so catch em while there cheep! I got mine for around $30.",2013-12-24,349,1,0,1,1,1.0,0.2065493143772374
3270,MmSean,4.0,"What's more to say, this is the biggest MicroSDXC card at the time with the reliability of Sandisk with great speed.  I have one in all of my tablets and both mobile phones.  I have yet to have an issue with this card and don't expect to.",2013-08-25,470,0,0,0,0,0.0,0.0
508,average user,4.0,It works fine in my Verizon Galaxy S3 but has to be formated to FAT32.  Also works in my Canon IXUS 80.,2013-03-15,633,0,0,0,0,0.0,0.0
1660,Florida Diver,4.0,"Used in GoPro as other user reviews indicated the 32 and 64 GB cards did not work well.  Just buy more of them, I recorded over 1000 photos and 60 minutes of video on each 16GB card.",2013-05-30,557,0,0,0,0,0.0,0.0
2378,joenaples,4.0,"works great in my ASUS android tablet. the 32GB specification seems to limit the size, but it works great, some I am happy to write more words.",2013-11-12,391,0,0,0,0,0.0,0.0
3995,Russ H.,4.0,"This is the second card I've purchased of this exact model.  The first one I had went bad after about 8 months.  To be fair, I had it in a rooted Galaxy S3 with CM10.1 loaded on it.  So it's possible that something in the experimental firmware messed up the card.I'm back on the stock rom now due to issues with 4G LTE.  I'm not even rooted anymore.  So I'm hoping that the card remains solid this time.  Everyone else seems to love it so I'm hoping serves me well for a long time.So far... So good...",2013-07-05,521,0,1,1,-1,0.0,0.0
4121,Sebastian,4.0,"This card is great. Ive noticed slight improvement in every aspect of my phone. So much space! Very pleased. Came on time. Brand new. Easy to open thanks to Amazon. And it mentions on the tiny booklet that this thing is temperature resistant. Thats a big plus since overuse of smartphones tend to heat em up pretty good. Being from Texas, the heat out here only makes em hotter. And my last SD seems to have fried. Well this is a good buy. If i need another i'd definitly buy again. Maybe the black and gold one. It only available in 16GB but its super fast.",2013-06-11,545,0,0,0,0,0.0,0.0
4897,Zak Mckracken,4.0,"I bought three of these cards. One died one day (in my Galaxy S3) after about a month and a half of use. The phone said the card was removed unexpectedly, and it never functioned again. The phone still recognized all other cards. I contacted SanDisk, and they shipped out a replacement under warranty.The cards have served me well. Two are in Galaxy S3's, and another in a Galaxy Note II. Copying to them is decently fast, and they are great for music or video storage. Phones have no problem playing 720p video off the cards.",2013-02-13,663,0,0,0,0,0.0,0.0
233,Amazon Customer,4.0,Initially when I inserted the card into the Samsung Galaxy S3 it recognized it but it wasn't able to format it correctly. After doing some research I found a free program EaseUS Partition Master [...] that will format the card into FAT 32 since Windows no longer allows you to do it by default. After formatting it into fat 32 the phone recognized the card and it works great now. I hope this helps anyone else that might run into this problem.,2013-03-30,618,0,0,0,0,0.0,0.0
2299,Jianrui Zhang,4.0,"It's a nice product, worked perfectly with Windows 7. However, it doesn't quite work when placed inside my AT&T Samsung Galaxy S3. Files copied into it are NOT shown in the S3's file browser. Googled a bit for this problem, and I concluded it's my phone's problem.",2012-12-14,724,0,0,0,0,0.0,0.0
369,amp,4.0,"I bought this as a gift for a co worker he went from 512 megs to 32 gigs what a difference. Although it will take him a while to fill it up, he still enjoys it compared to his old one.",2014-08-01,129,0,0,0,0,0.0,0.0
2832,LFP,4.0,Not a great deal to say about this. SanDisk is a reputable supplier and it was simply a plug-and-play installation for the phone. It is a memory card and it works.,2014-06-24,167,0,0,0,0,0.0,0.0
2045,ikari.avi,4.0,Great Price and works great with my Samsung galaxy s4.Such a relief not having to worry about space for pix and apps.,2013-10-27,407,0,0,0,0,0.0,0.0
4388,"Sussman ""Sussman""",4.0,"At the time of writing this review I bought three of these memory cards in last couple of weeks, for work related phones. They work fine in the Samsung Galaxy S3 mini phones. We are happy with the read and write speeds. One small note of caution the price that can be paid for these can vary, so please check around and save a few extra dollars. When installed you will not get the full 32Gb from the SD card - but that is to be expected, so please bear this mind.",2013-10-12,422,1,0,1,1,1.0,0.2065493143772374
3581,Pelle,4.0,Works perfectly and has enough storage for many hours of recording.Could be the best one out there for the price.Recommend this one.,2014-01-19,323,0,0,0,0,0.0,0.0
1097,"Cyrus C. Cha ""moss""",4.0,"My wife and I just upgraded our phone to Note 3 and wanted more space.  We had the phone for 4 days now and Micro SD card works fine.  However, I feel transfer rate is slow when transfering movies from my desktop to SD card.  1.2GB movie will take about 12-16 minutes.  I have pretty high end gaming PC.  Intel I7 980X CPU, 12GB Memory, 7870 ATI Graphic card, 120GB SSD card, 3TB hard drive for storage, 1200W 80Plus Gold PUS, ASUS Sabortooth motherboard,etc.  When transfering movies or file to my WD 2.5 inch external hard drive will take 1-2 minutes.  Still satisfied, since I have more than 90GB of storage on my phone.",2013-10-14,420,1,0,1,1,1.0,0.2065493143772374
3880,Robert B. Schmaling,4.0,I wanted a micro SD card for a camera I purchased and this fit the bill at a reasonable price.Fit right in and works well,2013-07-11,515,0,0,0,0,0.0,0.0
260,Amazon Customer,4.0,"Replaced a smaller and slower micro SD card in my phone. I've had other brands corrupt and die in the past. I've grown to only trust SanDisk.It is faster than most other micro-SD cards, the price was right at $27.",2012-11-26,742,0,0,0,0,0.0,0.0
946,Chris,4.0,"This card is fast! And cheap!  I used it on my Canon S100 Camera to shoot raw format pictures and 1080 video and it worked flawlessly.  I'm currently using it on my old Mytouch phone for storage.Great product, great price.",2013-06-01,555,0,0,0,0,0.0,0.0
2010,Hoygising!,4.0,"Review for: SanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card with Adapter (SDSDQU-064G-AFFP-A),This product arrived via USPS, its not in any individual packing from the manufacturer, it was placed in an SD case together with the adapter.  So, I am unable to verify warranties or authenticity. The Samsung S3 recognized and formatted this with no problem.  It sees it as an external memory with 59GB.  The Six GB is probably allocated for FAT/File allocation table.  Will order again from this seller!",2013-06-01,555,0,0,0,0,0.0,0.0
2918,"Lynchphile ""LYNCHPHILE""",4.0,No problems with this micro SD. It works and works again. And then you know what? It works even again,2014-05-02,220,0,0,0,0,0.0,0.0
1353,Dis Gruntled,4.0,"The last card I got was bad, but at least this one is working properly.  SanDisk is the best brand.",2013-09-18,446,0,0,0,0,0.0,0.0
513,AYMEN3M,4.0,"Fast , no problems , i loved the price and it worked immediately , never caused me any problems.... Oh just remembered when i place it into the sd card to make it fit into the pc ,,, usually the micro sd get stuck in the holder , that i did not like",2014-02-28,283,0,0,0,0,0.0,0.0
